actor,blurb,country,director,id,images,lang,name,player_list,remarks,score,type,update,year
,供职于西德艾斯勒纪念医院的日本人天马贤三被人称作“天才医生”，他的外科技术精湛，为人谦和，受到同事的羡慕和医患的敬仰。事业上，天马前途一片光明，为院长所看好；爱情上，院长的女儿爱娃与之相恋，如胶似漆。然而看似一切美好的天马却渐渐感到良心上的不安，他亲眼目睹院方为抢救重要人物而置病危的普通人于不顾，死者家属的指责和哭泣让天马备受煎熬。当这种两难抉择再一次到来之时，天马毅然选择抢救一个头部中枪的男孩。他牺牲了自己的事业和爱情，却换来一个可怕怪物的复活。在接下来的岁月里，天马和怪物约翰展开了斗智斗勇的游戏，,日本,,1703,https://tva3.sinaimg.cn/mw690/0082dDRogy1h1tyi3xbk5j30iw0rs0v2.jpg,日语,怪物 MONSTER,"[{'name': '主线路', 'url': '第01集$omofun-65d73bcf0aef6079#第02集$omofun-6a266f2dc7d544b5#第03集$omofun-a75c44d0aec9ed4e#第04集$omofun-49543ea7a5cc574b#第05集$omofun-659751441136ff4f#第06集$omofun-2751a4192f445bd3#第07集$omofun-44280225a7e29c35#第08集$omofun-a4c97d39c4c85233#第09集$omofun-bf51ec6097dae314#第10集$omofun-5de30242fd4bea97#第11集$omofun-b90102ed4ae18834#第12集$omofun-8946c07f48f94d9b#第13集$omofun-a99f5747a8af4478#第14集$omofun-42679896c0fef7be#第15集$omofun-451e61f8a090bc82#第16集$omofun-74018bb8095b1a3d#第17集$omofun-feeae5a63909446d#第18集$omofun-64df6ca7ae0c8a75#第19集$omofun-f76e2d9e4bd6b399#第20集$omofun-31f7e0ef710b7ea8#第21集$omofun-91494125c6cf7f69#第22集$omofun-4ffad9f06f3d81a5#第23集$omofun-e640c6c8eee06588#第24集$omofun-873323f8f4b33e3f#第25集$omofun-0546c78bd4b1d9f1#第26集$omofun-0b649463cc708511#第27集$omofun-8bea756f04a5cc50#第28集$omofun-495b0f448eeee088#第29集$omofun-73696815b8811f28#第30集$omofun-0c2cbae033763b4c#第31集$omofun-9bf8c8a38550f163#第32集$omofun-64d0132bd7c88c9c#第33集$omofun-c9bb78e82e783920#第34集$omofun-6cbb822f94b7b22c#第35集$omofun-be4640b5f53f1fc7#第36集$omofun-085d295b3f5613b7#第37集$omofun-f59a96250f40a4cf#第38集$omofun-b69238351eaed909#第39集$omofun-2ba0b9b6a170dd40#第40集$omofun-b6f2f25ac2ace30a#第41集$omofun-07ed5457e0564abc#第42集$omofun-a5c1b1aa9a2bf5f0#第43集$omofun-4ef5fa6d3555cdf1#第44集$omofun-b18be00c47af38f8#第45集$omofun-7b2da245e19bb048#第46集$omofun-01da769ab72788e6#第47集$omofun-a9928283335e24de#第48集$omofun-01b691d4600eb5da#第49集$omofun-d196af3cc6cbc04b#第50集$omofun-9158641a5f03f10d#第51集$omofun-f5e17207b1445a61#第52集$omofun-6aca81c66dc18cc8#第53集$omofun-805365d5038e1011#第54集$omofun-864e87af85bde2e1#第55集$omofun-b1be7ec4e8cbc27f#第56集$omofun-b94ec4cb41a6b4af#第57集$omofun-3df255dc47284651#第58集$omofun-dbe4fe3e668a3207#第59集$omofun-bd7bc7f53b378b29#第60集$omofun-73ff6f3ecf0311b7#第61集$omofun-bcb79c62e1988cd7#第62集$omofun-5e5d852a56cc39d6#第63集$omofun-e4bfb6e81f5b37df#第64集$omofun-a723c43b30aaff82#第65集$omofun-1ee7435522394ffc#第66集$omofun-c4a40bc1982bdd47#第67集$omofun-823929daeec689c7#第68集$omofun-26089e9515e46baf#第69集$omofun-7d1005c648638a8c#第70集$omofun-f331614b3b07fd76#第71集$omofun-2d11f92e8dca7cff#第72集$omofun-158e7d2d112b2e35#第73集$omofun-f2652577bc4ac9ca'}]",,9.2,剧情 / 动画 / 悬疑 / 惊悚,2022-05-02 12:40:54,2004
,在一次交通事故中，小林哲平（寺岛拓笃 配音）永远失去了双亲，这时，外祖父有马一心（若本规夫 配音）出现在了哲平的面前，他希望哲平能够成为他的继承人，继承庞大的有马集团。为了成为一个有担当的男人，也为了替父母报仇，哲平搬进豪宅，入驻贵族学院秀峰学园，发誓要成为一个大家都能看得起的上流社会精英。　　在祖父家，哲平结识了骑士后裔西尔维娅（丰口惠美 配音），她果断飒爽的个性吸引了哲平的注意。与此同时，大小姐凤条院圣华（加藤英美里 配音），女佣藤仓优（松冈由贵 配音）也相继出现在了哲平身边。在学院中，哲平与曾,日本,,1161,https://tva4.sinaimg.cn/mw2000/00858VDpgy1gzqpw5cpgxj30fk0m841d.jpg,,公主恋人,"[{'name': '主线路', 'url': '第01集$omofun-344af36abfc386b0#第02集$omofun-45c85b01e76abe77#第03集$omofun-0d7d6ccb99361216#第04集$omofun-c9071c9171935f05#第05集$omofun-7f5e5d5bbc09df5f#第06集$omofun-69c4010082fb7d68#第07集$omofun-2ff80cf098720332#第08集$omofun-36b4533724a1445f#第09集$omofun-dcc151999715cc3e#第10集$omofun-e445f48f386b4e17#第11集$omofun-1d02ff25e103449a#第12集$omofun-3e61578e93af399e'}]",,6.0,"动漫,日漫",2022-02-26 10:48:13,2009
,爱好室内活动但是却有恐高症的雪村葵，某一天，重遇了热爱登山并经常鼓动身边之人的青梅竹马仓上日向，令葵勾起一些回忆。 于是，在希望能再一次看到小时候看过的山顶日出这样心情的鼓动下，两人约定再次进行登山活动。 于是葵不断的挑战着自己，并且在登上的过程中结识了齐藤枫以及青羽心夏，并且学到了不少登山基础知识的故事。,日本,山本裕介,784,http://tva3.sinaimg.cn/large/006MDjU7gy1g0dz2ta59dj307i0apgma.jpg,日语,前进吧！登山少女 第一季,"[{'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/qjbdssn/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/qjbdssn/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/qjbdssn/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/qjbdssn/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/qjbdssn/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/qjbdssn/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/qjbdssn/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/qjbdssn/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/qjbdssn/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/qjbdssn/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/qjbdssn/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/qjbdssn/12.m3u8#第13集$https://m3u8.omofun.tv/dm1/qjbdssn/13.m3u8'}]",,5.0,"动漫,日漫",2022-01-22 20:10:51,2013
,表面看来，砂户太郎（福山润 配音）不过是一介普通少年，但在那人畜无害的面孔之下，隐藏着极为扭曲的个性，没错，砂户太郎是那种一旦被女性粗暴对待就会兴奋的浑身发抖的超级受虐狂！砂户太郎一直深深爱恋着被称为“志穗璃公主”（佐藤利奈 配音）的神秘女子，为了成为能够配得上公主的人，砂户太郎决定好好的进行一番自我修炼，就这样，他来到了传说中能够实现愿望的第二义工社。　　迎接砂户太郎的，是名为石动美绪（竹达彩奈 配音）的金发女子，在她娇俏可人的外表之下，隐藏着专横跋扈残暴无理的一面。此外还有外冷内热的紫发少女结野,日本,,1256,https://tva3.sinaimg.cn/mw2000/00858VDpgy1h06do0xjj3j30hs0qotau.jpg,,MM一族,"[{'name': '主线路', 'url': '第01集$omofun-bad6194ed7f4769d#第02集$omofun-74f960a88848ae8a#第03集$omofun-afbd418a2556ae0c#第04集$omofun-3a1ad946460b2349#第05集$omofun-b89305a3eb6f06ce#第06集$omofun-de368dbc238e8a43#第07集$omofun-fbc0407a34608902#第08集$omofun-a7aebb0a070cbf2a#第09集$omofun-2fabe9c970dc9766#第10集$omofun-03f2419345c40535#第11集$omofun-9843cf305773cbf8#第12集$omofun-77d609e0efd47a6b'}]",,6.4,"动漫,日漫",2022-03-11 23:53:03,2010
,改编自日漫《虫笼的卡伽斯特尔》的《Cagaster of an Insect Cage》背景是后末日时代，一种神秘病毒「Cagaster」会令人类转变成杀人昆虫，而一对伴侣得在此环境中挣扎求存。,日本,,1571,https://tva1.sinaimg.cn/mw690/0082dDRogy1h1jhbialhej30ic0py0vc.jpg,日语,虫笼的卡伽斯特尔,"[{'name': '主线路', 'url': '第01集$omofun-28feccc5289eaf8b#第02集$omofun-5b7ec8a49f793c1a#第03集$omofun-f7da7adb9bb09d55#第04集$omofun-de9f079ccd43810d#第05集$omofun-716a3164aa489fcd#第06集$omofun-b71ede0ef4b58455#第07集$omofun-1043014d9eb72547#第08集$omofun-df38c7b40b8097b8#第09集$omofun-9ea10104a1c41890#第10集$omofun-6cbd2b87bfb2cc1f#第11集$omofun-7c3c5e5df4c05c26#第12集$omofun-f3b8e5795b28a598'}]",,6.8,"科幻,冒险,日本动漫",2022-04-23 11:10:55,2020
,未观测的战略级魔法，将朝鲜半岛南端的军事都市及舰队消灭了。 自从被称作《灼热的万圣节》的那一天开始， 世界因新的战略级魔法师登场而震撼。 其中拥有「世界最强的魔法部队」STARS的北美利坚合众国（USNA）感觉到日益强烈的危机感，为了揭露未观测的战略级魔法以及使用这一魔法的魔法师的真面目，而积极地在暗中行动。 约两个月后的12月24日。 就在整座城市因圣诞节的饰品和灯饰而变得热闹非凡之际，达也等人为了给准备前往美国交换留学的雫饯行，而聚集在艾尼布利榭。 雫前往美国的期间是三个月。根据雫所说，和她交换来到第,日本,吉田理纱子,688,http://tva1.sinaimg.cn/large/0085VwIlgy1gt5qwa8p7vj611n1hcka202.jpg,日语,魔法科高校的劣等生 来访者篇,"[{'name': '主线路', 'url': '第01集$omofun-28915994464f905f#第02集$omofun-66bfa2fd0c4faf6b#第03集$omofun-392ca87683321ee5#第04集$omofun-e8dec99819c13990#第05集$omofun-d304ebaa42079d7b#第06集$omofun-956105eeb1dcfb9d#第07集$omofun-ff82ce41bf2f4a98#第08集$omofun-f9a2c0494a3998ef#第09集$omofun-d201908dfb417358#第10集$omofun-0b60289e344c7dca#第11集$omofun-f70a192665bfa0da#第12集$omofun-a424e9947b000664#第13集$omofun-28c40d641fdc20b3'}]",,6.0,"校园,恋爱,奇幻,魔法,动漫,日漫",2022-01-22 20:10:26,2020
,憧憬成为帅气的大魔法使的赛特，　　为了打倒来自天空的怪物涅墨西斯，每天都在努力的进行魔法特训，　　但赛特的训练一直不顺利，总是引起纠纷给村子里的人添麻烦。　　某一日，巨型涅墨西斯袭击了村子，　　为了拯救世界彻底消除涅墨西斯，赛特下定决心去寻找传说中涅墨西斯巢穴地，　　在旅途中赛特不断的遇到新的伙伴与新的强敌不断的成长。,日本,,1782,https://tva3.sinaimg.cn/mw690/0082dDRogy1h22g21u3rjj30u016hte7.jpg,日语,虚空魔境,"[{'name': '主线路', 'url': '第01集$omofun-c6d23c2b9d68cee3#第02集$omofun-449ea8908694c9f0#第03集$omofun-8f8118a13347f8bc#第04集$omofun-222c5a71c53de483#第05集$omofun-5cb2a33c60483c87#第06集$omofun-4d2ce30ec3767197#第07集$omofun-49207c84ff029c49#第08集$omofun-dff25fa1e80aa9d265e0#第09集$omofun-63af646c3fe89d67#第10集$omofun-df918729ca4c7d6f#第11集$omofun-cda94cd9f7f431ba#第12集$omofun-5b52321f497f0127#第13集$omofun-d8eb0d0975d48be3#第14集$omofun-f22ddb64b56c65e0#第15集$omofun-c2f7e3ba8e2aba8e#第16集$omofun-24743431523165c8#第17集$omofun-84dcd830d3022c42#第18集$omofun-99461ea7969594e5#第19集$omofun-1e898d3e1037b593#第20集$omofun-77c53637b339c378#第21集$omofun-49551c66a2f9101f'}]",,5.8,动画 / 奇幻,2022-05-09 20:52:49,2018
,故事发生在樱丘高中内，在开学典礼上，合田美樱（丰崎爱生 配音）和芹泽春晖（铃村健一 配音）相遇了。四散的樱花雨中，两人的身影在彼此的眼中留下了深深的烙印。之后，姻缘的红线将两人紧紧的联系在一起，他们一起上学放学，一起吃午餐便当，在天台上闲聊打发时光，虽然周围的朋友们都认为两人已经是在交往的情侣了，但只有他们两人自己知道，在两人之间，依然存在着无法跨越的鸿沟。　　美樱是美术部的成员，在画画时往往沉浸在自己的世界中无法自拔。而春晖则加入了电影研究部，个性开朗乐观的他喜欢和朋友们聚在一起讨论当下最流行的电影,,,1577,https://tva3.sinaimg.cn/mw690/0082dDRogy1h1jrv4waijj30nl0w0q59.jpg,日语,我们的爱总是只有10厘米,"[{'name': '主线路', 'url': '第01集$omofun-857c10af08f41dab#第02集$omofun-38561b745c22bcf9#第03集$omofun-1efbf0d0a74ea2e0#第04集$omofun-0ab6c59edeaa7e81#第05集$omofun-76992da191569ea8#第06集$omofun-40a7b6ef39958783'}]",,7.8,爱情 / 动画,2022-04-23 17:15:19,2017
,剧中以一个专门吸收拥有前世记忆高中生－－他们被称为“救世主”－－的学校“私立亚钟学园高校”为故事的舞台。学生的前世如果是专门藉由武器、体术来发挥“通力”来击败对手的救世主，就称为“白铁”；相反地，假如前世是可以自由行使“魔力”来消灭敌人的救世主，则被授予“黑魔”称号。通常一个学生只会继承一个救世主的记忆，偏偏灰村诸叶就是具有双主角威能的15岁男儿，他同时拥有白铁“剑圣”与黑魔“禁咒保持者”的前世记忆，不仅成为校史第一人，也为整个校园带来巨大的变化……,日本,稻垣隆行,141,http://tva1.sinaimg.cn/large/0085VwIlgy1gsfm1idshaj60hs0qo47002.jpg,日语,圣剑使的禁咒咏唱,"[{'name': '主线路', 'url': '第01集$omofun-714da05fe44bc519#第02集$omofun-365e571eb64f853f#第03集$omofun-2c88275b2c0699e8#第04集$omofun-be4f5476beffaeda#第05集$omofun-0a5ae0073c821148#第06集$omofun-e56fb5c0f45e3a0f#第07集$omofun-efdc2a35a25f2b10#第08集$omofun-d23c49deb72178d4#第09集$omofun-2bc5d41c8dc6e679#第10集$omofun-d94010101000785f#第11集$omofun-316bf8d02ac0156a#第12集$omofun-84e035f3a3b294fb'}]",,10.0,"战斗,校园,魔法,奇幻,恋爱,动漫,日漫",2022-01-22 20:08:21,2015
,岩仓玲音的同学四方田千砂自杀了。没有任何前兆的自杀事件让同学们不知所措，一周后，玲音收到了千砂的短信。明明已死的千砂居然以手机短信和玲音开始了交流。回到家，玲音用爸爸给她的电脑开始与千砂联系。当谈及为何自杀时，千砂回答说“因为我已经不需要身体了，没有身体，我可以在wired网络之间继续活着。”不解的玲音继续调查千砂的事件，发现wired网络之中隐藏的巨大秘密，玲音自己的身世也出现了谜团。玲音面对网络世界中的真相，耳边不断响起千砂的话“我生存在wired中，因为神在那里。,日本,,1778,https://tva4.sinaimg.cn/mw690/0082dDRogy1h211wgm31xj30rs13mwjv.jpg,日语,玲音 Serial,"[{'name': '主线路', 'url': '第01集$omofun-34ad6176f21ef53b#第02集$omofun-b4804fd7a9774919#第03集$omofun-f0f131a1686b7d09#第04集$omofun-eff8f9b65614e046#第05集$omofun-a0b377d1edc1bc12#第06集$omofun-ad6129cfb2ee118c#第07集$omofun-94864bc11f89194d#第08集$omofun-d5beb9eaf88088c0#第09集$omofun-acdc4f0ca63891ee#第10集$omofun-1217b598584e97d8#第11集$omofun-26af4d0610c2394b#第12集$omofun-add3918c8380894b#第13集$omofun-7e80a438da5d37e8'}]",,8.7,科幻 / 动画 / 悬疑,2022-05-08 15:57:37,1998
,如月伸太郎，因为居住在其电脑中的电脑少女Ene恶作剧而使键盘及鼠标故障，为了添购替代品而中止长达两年的自宅守备任务，与Ene一同出门，不巧在百货公司被卷入恐怖份子策划的事件。 另一方面，如月伸太郎的妹妹人气偶像如月桃也正处于逃避疯狂人群的窘境，碰巧遇上拥有遮蔽目光能力的目隐团团长木户蕾。因为自己吸引目光的能力而苦恼的如月桃，认为木户蕾有能力治疗自己的体质而加入目隐团。由于小樱茉莉的失手使如月桃的手机故障，木户使用能力协同几人前往百货公司，正巧遇上事件，然后如月伸太郎就加入了目隐团……,日本,新房昭之,782,http://tva1.sinaimg.cn/large/0085VwIlgy1gsazormwj5j60rs13dgra02.jpg,日语,目隐都市的演绎者,"[{'name': '主线路', 'url': '第01集$omofun-d40d6fdec74963d9#第02集$omofun-9ec05e54796ade55#第03集$omofun-7fd6ad39ffb581e4#第04集$omofun-dbd3bc47fd32557e#第05集$omofun-1c54fa4a63724ca6#第06集$omofun-7c01afaaf66974c2#第07集$omofun-f4ae6739a3bd981d#第08集$omofun-c507764a723585fe#第09集$omofun-3243ea93dddcc2ef#第10集$omofun-9d2bb4e4c097042d#第11集$omofun-a4587f59da283c82#第12集$omofun-7b3d5dbf891d8c62'}]",,7.0,"冒险,奇幻,科幻,动漫,日漫",2022-01-22 20:10:51,2014
,鈴木央のマンガをもとに、7人の大罪人により結成された“七つの大罪”が世界の危機に立ち向かう姿を描く本シリーズ。劇場版第1弾と同じく、鈴木による完全新作オリジナルストーリーをアニメ化した本作では、テレビアニメから続く“最終章のその先”が描かれる。,,,1397,https://tva1.sinaimg.cn/mw2000/00858VDpgy1h0oje3w2ipj328n35shdu.jpg,,七大罪：被光诅咒的众人,"[{'name': '主线路', 'url': '剧场版$omofun-01ead25b94387fa3'}]",,6.0,"动漫,日漫",2022-03-27 16:53:24,2021
,在单身的辛苦OL小林身边突然出现的女仆装束的美少女托尔。 长着角和尾巴的她的身姿正是所谓的龙娘。 在醉酒的小林邀请下说要到家里去的托尔，鬼使神差地开始以小林家女仆的身份工作……！？ “女仆”+“龙”=“女仆龙”有着笨手笨脚的可爱之处！ 龙娘与人类之间基本上很温暖、偶尔有些黑暗的异种族间交流喜剧！！,日本,武本康弘,333,http://TVA1.sinaimg.cn/large/0085VwIlgy1gsoqwlvqwlj60m80vin0z02.jpg,日语,小林家的龙女仆,"[{'name': '主线路', 'url': '第01集$omofun-2fb69c13a3a426bb#第02集$omofun-c1dd45405d49a3dc#第03集$omofun-853d1e2aadc15ac4#第04集$omofun-56827f120234450f#第05集$omofun-809c33da3acf0ef1#第06集$omofun-2ff8409c181e054f#第07集$omofun-304c7c194175f826#第08集$omofun-59d290612afae2ec#第09集$omofun-5f6865b887c56764#第10集$omofun-167cb0f2f56d22f3#第11集$omofun-f4023355555f1b10#第12集$omofun-f254ad76a2b18ad3#第13集$omofun-19625b0aceb9f05a#第14集$omofun-48a132d82eed60cc'}, {'name': '临时线路', 'url': '第01集$https://m3u8.omofun.tv/dm1/lnp1/1.m3u8#第02集$https://m3u8.omofun.tv/dm1/lnp1/2.m3u8#第03集$https://m3u8.omofun.tv/dm1/lnp1/3.m3u8#第04集$https://m3u8.omofun.tv/dm1/lnp1/4.m3u8#第05集$https://m3u8.omofun.tv/dm1/lnp1/5.m3u8#第06集$https://m3u8.omofun.tv/dm1/lnp1/6.m3u8#第07集$https://m3u8.omofun.tv/dm1/lnp1/7.m3u8#第08集$https://m3u8.omofun.tv/dm1/lnp1/8.m3u8#第09集$https://m3u8.omofun.tv/dm1/lnp1/9.m3u8#第10集$https://m3u8.omofun.tv/dm1/lnp1/10.m3u8#第11集$https://m3u8.omofun.tv/dm1/lnp1/11.m3u8#第12集$https://m3u8.omofun.tv/dm1/lnp1/12.m3u8#第13集$https://m3u8.omofun.tv/dm1/lnp1/13.m3u8'}]",,5.0,"搞笑,奇幻,治愈,动漫,日漫",2022-01-22 20:09:05,2017
,一条乐，一个随处可见的普通高中生，同时也是黑道集团“集英组”的小少爷。10年前，他和关系很好的某个女孩子做了一个约定，“下次见面的时候，我们就结婚吧”，分别时女孩送他的一条项链，10年来他一直都寸不离身地佩戴着。 某一天，一条乐的班级里来了一位美少女转学生·桐崎千棘。从最初的相遇开始，一条乐和桐崎千棘就异常的合不来，不论什么事最后都会发展成吵架。但就是这样的两人，因为某件事情开始假扮成恋人关系。 一边关注着暗恋的同班同学·小野寺小咲，一边继续着和桐崎千棘假扮恋人关系的一条乐。在这“伪恋物语”的前方，究竟会,日本,新房昭之,51,http://tva1.sinaimg.cn/large/0085VwIlgy1gsagp06gxlj60r80vo7oi02.jpg,日语,伪恋,"[{'name': '主线路', 'url': '第01集$omofun-b9003da916311a0e#第02集$omofun-536c4033b8c2bb47#第03集$omofun-56adc7bac9258ec1#第04集$omofun-96b7e6da48bbd583#第05集$omofun-acb6fc5a7ff3f59e#第06集$omofun-647af09d36e0f4e3#第07集$omofun-4912b71c57b96a46#第08集$omofun-df9096be39c9cedb#第09集$omofun-a355cb92a9957f62#第10集$omofun-00e765ed0d516eea#第11集$omofun-be8b7bacc97bc687#第12集$omofun-28cc536f2feead2c#第13集$omofun-369da5cc853f543a#第14集$omofun-e9c3f21a24296014#第15集$omofun-6fe7ec47f844dbd0#第16集$omofun-0f6d709903c037d0#第17集$omofun-198c2cc2795e3387#第18集$omofun-59efec9ff9dd6480#第19集$omofun-915915afd7e5a472#第20集$omofun-46fe66663f63e7b8'}]",,7.0,"搞笑,校园,恋爱,治愈,动漫,日漫",2022-01-22 20:07:57,2014
